antecedent,consequent,fitness,support,confidence,lift,coverage,rhs_support,conviction,amplitude,inclusion,interestingness,comprehensibility,netconf,yulesq
"[cp([1, 3])]","[thal([1, 3]), exang([0, 1])]",0.7532566518847006,0.5121951219512195,0.9943181818181818,1.0011553402393285,0.5151219512195122,0.9931707317073171,1.2019512195121385,0.22222222222222232,0.21428571428571427,0.5125306406695596,0.7924812503605781,0.0023664715566122986,0.173512154233026
"[thalach([106, 173]), exang([0, 1]), sex(1), thal([2, 3])]","[fbs([0, 1])]",0.7517073170731707,0.5034146341463415,1.0,1.0,0.5034146341463415,1.0,0.0,0.4310432569974555,0.35714285714285715,0.5031673889815876,0.3868528072345416,0.0,0.0
"[restecg(1), slope([0, 2])]","[exang([0, 1])]",0.7502439024390244,0.5004878048780488,1.0,1.0,0.5004878048780488,1.0,0.0,0.33333333333333337,0.21428571428571427,0.5002434262996764,0.5,0.0,0.0
"[thal([0, 2]), restecg([0, 1]), fbs([0, 1]), cp([0, 3]), exang([0, 1])]","[slope([1, 2])]",0.7499030851235665,0.5560975609756098,0.9437086092715232,1.017141245534502,0.5892682926829268,0.9278048780487805,1.2825251076040123,0.22222222222222232,0.42857142857142855,0.5653228923136432,0.3562071871080222,0.03872048575608411,0.27538177546568215
"[target([0, 1]), restecg([0, 1]), thal([0, 2]), fbs([0, 1])]","[slope([1, 2])]",0.7499030851235665,0.5560975609756098,0.9437086092715232,1.017141245534502,0.5892682926829268,0.9278048780487805,1.2825251076040123,0.2666666666666666,0.35714285714285715,0.5653228923136432,0.3868528072345416,0.03872048575608411,0.27538177546568215
"[target([0, 1]), exang(0), cp([0, 2]), slope([1, 2])]","[thal([2, 3])]",0.7491181988742965,0.5443902439024391,0.9538461538461539,1.0248347040799872,0.5707317073170731,0.9307317073170732,1.5008130081300748,0.5,0.35714285714285715,0.5576137015685424,0.3868528072345416,0.053846153846153925,0.39325842696629215
"[exang([0, 1]), thalach([87, 181]), age([45, 63])]","[slope([1, 2]), fbs([0, 1])]",0.7465918142851724,0.5756097560975609,0.9175738724727839,0.9889728909406974,0.6273170731707317,0.9278048780487805,0.8758766682006419,0.2814885496183206,0.35714285714285715,0.5689427635494181,0.6131471927654585,-0.027452305537687793,-0.21390730577673445
"[sex([0, 1]), exang([0, 1]), ca([0, 4]), target(1), thalach([118, 202])]","[age([29, 77])]",0.7463414634146341,0.4926829268292683,1.0,1.0,0.4926829268292683,1.0,0.0,0.22646310432569983,0.42857142857142855,0.49244611076449846,0.3562071871080222,0.0,0.0
"[fbs([0, 1]), thal([1, 2]), restecg([0, 1])]","[exang([0, 1]), cp([0, 3]), slope([1, 2])]",0.7461584344486661,0.5492682926829269,0.9430485762144054,1.0164298534382392,0.5824390243902439,0.9278048780487805,1.2676614060258202,0.2777777777777779,0.42857142857142855,0.5579935170858036,0.7124143742160444,0.03650652013963901,0.26120071684587814
"[thal([2, 3]), cp([1, 3])]","[exang([0, 1])]",0.7453658536585366,0.49073170731707316,1.0,1.0,0.49073170731707316,1.0,0.0,0.33333333333333337,0.21428571428571427,0.4904967633087157,0.5,0.0,0.0
[exang(0)],"[thal([2, 3]), slope([1, 2])]",0.7448672883787661,0.5941463414634146,0.8955882352941177,1.0302782729253317,0.6634146341463415,0.8692682926829268,1.2520783236001352,0.7222222222222223,0.21428571428571427,0.6117812388362047,0.7924812503605781,0.07819693094629114,0.3141858911781329
"[thalach([88, 202]), thal([1, 2])]","[slope([1, 2])]",0.7446406073332257,0.5521951219512196,0.9370860927152318,1.0100034122325054,0.5892682926829268,0.9278048780487805,1.1475224646983266,0.4321458863443597,0.21428571428571427,0.5574184991569837,0.5,0.02259678155133666,0.16414328972176198
"[ca([0, 4]), target(1), exang([0, 1]), slope([1, 2]), sex([0, 1]), age([29, 77])]","[thalach([73, 202])]",0.7429268292682927,0.48585365853658535,1.0,1.0039177277179236,0.48585365853658535,0.9960975609756098,17575022936080.0,0.21646673936750271,0.5,0.48752590227471754,0.33333333333333337,0.007590132827324377,1.0
"[slope([1, 2]), thal([0, 3]), target([0, 1]), cp([1, 3]), restecg([0, 2])]","[exang([0, 1])]",0.7419512195121951,0.48390243902439023,1.0,1.0,0.48390243902439023,1.0,0.0,0.13888888888888906,0.42857142857142855,0.4836739887117134,0.3562071871080222,0.0,0.0
"[exang([0, 1]), sex(1), thal([2, 3])]","[cp([0, 2]), thalach([73, 202])]",0.7398338907888309,0.5736585365853658,0.9060092449922958,0.9837494450393042,0.6331707317073171,0.9209756097560976,0.8407676929228285,0.40305343511450376,0.35714285714285715,0.5640204266985727,0.6131471927654585,-0.040799265646002274,-0.2974070976221771
"[thalach([104, 152])]","[thal([1, 3])]",0.7330174788400861,0.4721951219512195,0.9938398357289527,1.0006737049333758,0.4751219512195122,0.9931707317073171,1.1086178861788163,0.48346055979643765,0.14285714285714285,0.4722955655997665,0.6309297535714574,0.0012747799668709732,0.09440361786319955
"[cp([1, 3]), thal([2, 3]), slope([1, 2])]","[exang([0, 1])]",0.7312195121951219,0.4624390243902439,1.0,1.0,0.4624390243902439,1.0,0.0,0.375,0.2857142857142857,0.46223039038899616,0.43067655807339306,0.0,0.0
[slope(1)],"[thal([1, 3])]",0.7290213541139561,0.46634146341463417,0.991701244813278,0.9985204085791847,0.47024390243902436,0.9931707317073171,0.8229268292682743,0.6666666666666667,0.14285714285714285,0.4654396124034621,0.6309297535714574,-0.0027738933082688062,-0.2020033388981636
"[thal([0, 3]), fbs([0, 1]), slope(2), exang([0, 1]), cp([0, 3])]","[restecg([0, 1])]",0.728780487804878,0.4575609756097561,1.0,1.0148514851485149,0.4575609756097561,0.9853658536585366,65906336010300.0,0.25,0.42857142857142855,0.46414914648871197,0.3562071871080222,0.026978417266187046,1.0
"[fbs([0, 1]), slope(2)]","[exang([0, 1])]",0.728780487804878,0.4575609756097561,1.0,1.0,0.4575609756097561,1.0,0.0,0.33333333333333337,0.21428571428571427,0.4573567199547308,0.5,0.0,0.0
"[cp([0, 2]), thal([0, 2])]","[exang([0, 1]), sex([0, 1]), thalach([93, 202]), slope([1, 2])]",0.7220720915173753,0.5131707317073171,0.9309734513274336,1.0140784140389154,0.551219512195122,0.9180487804878049,1.1872420262664114,0.22243426632739616,0.42857142857142855,0.5201348235277149,0.8270874753469162,0.028799538283955334,0.1878057960105382
"[exang([0, 1]), sex([0, 1]), target(1)]","[thal([2, 3])]",0.7220643605675601,0.4897560975609756,0.9543726235741445,1.0254003555172935,0.5131707317073171,0.9307317073170732,1.5181300813008063,0.41666666666666663,0.2857142857142857,0.5019561218331873,0.43067655807339306,0.04856100032765134,0.37007142442366875
"[exang([0, 1]), target(1), cp([0, 3])]","[thal([2, 3])]",0.7220643605675601,0.4897560975609756,0.9543726235741445,1.0254003555172935,0.5131707317073171,0.9307317073170732,1.5181300813008063,0.41666666666666663,0.2857142857142857,0.5019561218331873,0.43067655807339306,0.04856100032765134,0.37007142442366875
"[target(1), exang([0, 1]), fbs([0, 1])]","[cp([0, 3]), thal([2, 3])]",0.7220643605675601,0.4897560975609756,0.9543726235741445,1.0254003555172935,0.5131707317073171,0.9307317073170732,1.5181300813008063,0.33333333333333326,0.35714285714285715,0.5019561218331873,0.6131471927654585,0.04856100032765134,0.37007142442366875
"[sex([0, 1]), ca([0, 4]), slope([1, 2]), target(1), exang([0, 1]), age([39, 70])]","[thalach([79, 202])]",0.7204878048780488,0.44097560975609756,1.0,1.0039177277179236,0.44097560975609756,0.9960975609756098,17575022936080.0,0.2736050527081062,0.5,0.442512772293438,0.33333333333333337,0.0069808027923210945,1.0
"[cp([1, 2])]","[exang([0, 1]), slope([0, 2])]",0.72,0.44,1.0,1.0,0.44,1.0,0.0,0.22222222222222232,0.21428571428571427,0.4398111219512195,0.7924812503605781,0.0,0.0
"[cp([1, 2]), exang([0, 1]), restecg([0, 2])]","[slope([0, 2])]",0.72,0.44,1.0,1.0,0.44,1.0,0.0,0.16666666666666674,0.2857142857142857,0.4398111219512195,0.43067655807339306,0.0,0.0
[target(0)],"[restecg([0, 1]), slope([0, 2]), thal([1, 3])]",0.7195776919693044,0.4712195121951219,0.9679358717434869,0.989166768232377,0.4868292682926829,0.9785365853658536,0.6693902439024343,0.45833333333333337,0.2857142857142857,0.46590039680307915,0.8613531161467861,-0.020657284150049117,-0.4833303619183455
"[sex(1), exang([0, 1])]","[thal([2, 3]), slope([1, 2])]",0.7170074915335408,0.5882926829268292,0.8457223001402524,0.9729128593083713,0.6956097560975609,0.8692682926829268,0.8473791574279365,0.5416666666666667,0.2857142857142857,0.5720290150479179,0.6826061944859854,-0.07735462293667035,-0.37285491419656785
"[thalach([104, 165]), exang([0, 1]), slope([0, 1])]","[thal([1, 3])]",0.7156043956043956,0.44,0.9912087912087912,0.9980245687514844,0.44390243902439025,0.9931707317073171,0.7768292682926667,0.3419211195928753,0.2857142857142857,0.43894230531747236,0.43067655807339306,-0.0035280508964718573,-0.2526926263463132
"[thal([2, 3]), exang([0, 1]), sex([0, 1]), cp([0, 3]), ca(0)]","[fbs([0, 1]), trestbps([108, 178]), target([0, 1]), restecg([0, 2])]",0.7150292502925029,0.4946341463414634,0.9354243542435424,0.9956489751813407,0.5287804878048781,0.9395121951219512,0.9366968641114957,0.2229210342417891,0.6428571428571429,0.4922443239148599,0.6989700043360187,-0.00867502463844509,-0.07659617525043003
"[thal([2, 3]), target([0, 1]), sex(1)]","[thalach([71, 176])]",0.7121530309293849,0.5521951219512196,0.8721109399075501,0.9663932036813393,0.6331707317073171,0.9024390243902439,0.7628563032618262,0.4662849872773537,0.2857142857142857,0.5333501279969484,0.43067655807339306,-0.08267629413500299,-0.511809026104163
"[exang([0, 1]), sex([0, 1])]","[thalach([126, 199]), thal([2, 3]), cp([0, 2])]",0.7112195121951219,0.7112195121951219,0.7112195121951219,1.0,1.0,0.7112195121951219,0.9999999999999992,0.28854961832061066,0.35714285714285715,0.7107260163955833,0.7737056144690831,0.0,0.0
"[sex([0, 1]), restecg([1, 2]), exang([0, 1]), cp([0, 3])]","[thal([2, 3])]",0.7102134146341463,0.48292682926829267,0.9375,1.0072720125786163,0.5151219512195122,0.9307317073170732,1.1082926829268245,0.23333333333333328,0.35714285714285715,0.48620949457308654,0.3868528072345416,0.01395875251509035,0.10787172011661808
[sex(1)],"[thal([2, 3]), exang([0, 1]), cp([0, 2])]",0.7039277528820169,0.577560975609756,0.8302945301542777,0.962728386208297,0.6956097560975609,0.8624390243902439,0.8105865752872393,0.5,0.2857142857142857,0.5557210350204602,0.8613531161467861,-0.10560290574315834,-0.4980072924616298
"[thal([2, 3]), cp([1, 3])]","[exang([0, 1]), slope([1, 2])]",0.7023924744217621,0.4624390243902439,0.9423459244532804,1.0156725263560593,0.49073170731707316,0.9278048780487805,1.2522119428090785,0.375,0.2857142857142857,0.4694747083649392,0.6826061944859854,0.02855282100500444,0.21320706424366523
"[thal([0, 3]), thalach([106, 181]), exang([0, 1]), cp([1, 2]), fbs([0, 1])]","[target([0, 1]), restecg([0, 2])]",0.7004878048780487,0.4009756097560976,1.0,1.0,0.4009756097560976,1.0,0.0,0.15630679752817156,0.5,0.4008187498150056,0.5283208335737188,0.0,0.0
"[sex([0, 1]), exang([0, 1]), thal(3)]","[age([33, 72])]",0.7,0.4,1.0,1.0128458498023716,0.4,0.9873170731707317,57118824542260.0,0.296875,0.2857142857142857,0.40498023715415027,0.43067655807339306,0.02113821138211383,1.0
"[cp([0, 3]), thal(3)]","[exang([0, 1])]",0.7,0.4,1.0,1.0,0.4,1.0,0.0,0.33333333333333337,0.21428571428571427,0.3998439024390244,0.5,0.0,0.0
"[exang([0, 1]), restecg([1, 2]), cp([0, 2])]","[slope([1, 2])]",0.6976237915296658,0.455609756097561,0.9396378269617707,1.0127537041386065,0.4848780487804878,0.9278048780487805,1.1960325203251991,0.33333333333333337,0.2857142857142857,0.4612153679666209,0.43067655807339306,0.022971160295103862,0.17189460476787954
"[target(1), exang([0, 1]), ca([0, 4]), sex([0, 1]), slope([1, 2]), age([31, 62])]","[thalach([73, 202])]",0.697560975609756,0.3951219512195122,1.0,1.0039177277179236,0.3951219512195122,0.9960975609756098,17575022936080.0,0.26706197746274085,0.5,0.3965170211984961,0.33333333333333337,0.006451612903225708,1.0
"[age([51, 59]), exang([0, 1]), fbs([0, 1]), restecg([0, 2]), slope([0, 2])]","[target([0, 1])]",0.6956097560975609,0.39121951219512197,1.0,1.0,0.39121951219512197,1.0,0.0,0.13888888888888884,0.42857142857142855,0.39107019248124664,0.3562071871080222,0.0,0.0
"[thalach([109, 202]), exang([0, 1]), restecg([1, 2])]","[thal([2, 3])]",0.693142268243608,0.4526829268292683,0.9336016096579477,1.0030834904605832,0.4848780487804878,0.9307317073170732,1.0432224685883182,0.36418575063613223,0.2857142857142857,0.4538782301141005,0.43067655807339306,0.005571306627644635,0.043251878587065855
"[exang([0, 1]), sex([0, 1]), target(1), age([38, 67])]","[thal([2, 3])]",0.6920290607161391,0.4351219512195122,0.948936170212766,1.0195593023774476,0.4585365853658537,0.9307317073170732,1.3565040650406446,0.4125,0.35714285714285715,0.4434443068911523,0.3868528072345416,0.03362085489745054,0.2645231344634132
"[thal([1, 2]), fbs([0, 1]), exang(0), target([0, 1]), restecg([0, 2])]","[thalach([71, 202]), slope([1, 2])]",0.6901155327342747,0.4370731707317073,0.9431578947368421,1.0165476783441252,0.4634146341463415,0.9278048780487805,1.270099367660337,0.30952380952380965,0.5,0.4441162593070011,0.5283208335737188,0.028612440191387478,0.21580968328665878
"[exang(0), target(1)]","[cp([0, 3]), thal([2, 3])]",0.6886303939962477,0.42341463414634145,0.9538461538461539,1.024834704079987,0.44390243902439025,0.9307317073170732,1.5008130081300748,0.6666666666666667,0.2857142857142857,0.43375076024755077,0.6826061944859854,0.04156545209176759,0.33047210300429186
"[sex([0, 1]), cp([0, 3]), exang(0), target(1)]","[thal([2, 3])]",0.6886303939962477,0.42341463414634145,0.9538461538461539,1.024834704079987,0.44390243902439025,0.9307317073170732,1.5008130081300748,0.5333333333333332,0.35714285714285715,0.43375076024755077,0.3868528072345416,0.04156545209176759,0.33047210300429186
"[exang([0, 1]), thal([2, 3]), sex([0, 1]), cp([0, 3])]","[ca([0, 1]), fbs([0, 1]), trestbps([110, 178]), restecg([0, 1]), target([0, 1])]",0.6881014470522064,0.6634146341463415,0.7127882599580713,0.9994637024035884,0.9307317073170732,0.713170731707317,0.9986683282891217,0.25279524807826703,0.6428571428571429,0.6626296923828194,0.7781512503836435,-0.005521599196857264,-0.013563501849568433
"[oldpeak([0.5110823284649322, 6.2]), target([0, 1]), sex(1), age([38, 77])]","[thal([1, 3]), thalach([71, 187])]",0.6875401037628959,0.3921951219512195,0.9828850855745721,1.0094761650440245,0.39902439024390246,0.9736585365853658,1.5390940766550316,0.2862949639584338,0.42857142857142855,0.39576014023278755,0.5645750340535797,0.015352618042104626,0.3167376351130036
"[thal(3), cp([0, 2])]","[exang([0, 1])]",0.6868292682926829,0.37365853658536585,1.0,1.0,0.37365853658536585,1.0,0.0,0.44444444444444453,0.21428571428571427,0.37352232126637747,0.5,0.0,0.0
"[exang(0), cp([1, 2]), thal([0, 3]), slope([1, 2]), sex([0, 1])]","[target([0, 1])]",0.6863414634146341,0.3726829268292683,1.0,1.0,0.3726829268292683,1.0,0.0,0.36111111111111116,0.42857142857142855,0.3725474218888292,0.3562071871080222,0.0,0.0
"[exang([0, 1]), thal([2, 3]), sex(1), age([45, 77])]","[trestbps([106, 169]), fbs([0, 1]), restecg([0, 2]), target([0, 1])]",0.686113945976312,0.4624390243902439,0.9097888675623801,0.9941722699908737,0.5082926829268293,0.9151219512195122,0.9408822003113626,0.3007075471698113,0.5714285714285714,0.459536636471796,0.7324867603589634,-0.010846053072540537,-0.06985871271585557
"[thal([0, 3]), cp([1, 2]), fbs([0, 1]), exang([0, 1]), thalach([93, 175]), slope([1, 2]), target([0, 1])]","[restecg([0, 2])]",0.6853658536585365,0.37073170731707317,1.0,1.0,0.37073170731707317,1.0,0.0,0.19258905852417307,0.5714285714285714,0.37059761756213633,0.3154648767857287,0.0,0.0
"[target([0, 1]), thal([1, 2]), fbs([0, 1]), slope([1, 2]), cp([0, 3])]","[thalach([125, 202])]",0.6852289259734703,0.4897560975609756,0.8807017543859649,1.037608388788062,0.5560975609756098,0.848780487804878,1.267575322812049,0.2631467345207804,0.42857142857142855,0.5079322237555569,0.3562071871080222,0.07191054559475601,0.2714780634079595
"[thalach([101, 202]), restecg([0, 1]), age([40, 64]), slope(2)]","[target([0, 1])]",0.6839024390243902,0.3678048780487805,1.0,1.0,0.3678048780487805,1.0,0.0,0.44580152671755724,0.35714285714285715,0.36767289714310586,0.3868528072345416,0.0,0.0
"[cp([1, 2])]","[exang([0, 1]), slope([1, 2])]",0.6832815964523281,0.4175609756097561,0.9490022172949002,1.0228467641716852,0.44,0.9278048780487805,1.4156521739130357,0.38888888888888895,0.21428571428571427,0.4269269018536801,0.7924812503605781,0.03785239151092793,0.2894231621230469
"[cp([1, 2]), exang([0, 1])]","[slope([1, 2])]",0.6832815964523281,0.4175609756097561,0.9490022172949002,1.0228467641716852,0.44,0.9278048780487805,1.4156521739130357,0.38888888888888895,0.21428571428571427,0.4269269018536801,0.5,0.03785239151092793,0.2894231621230469
"[cp([1, 2])]","[slope([1, 2]), exang([0, 1])]",0.6832815964523281,0.4175609756097561,0.9490022172949002,1.0228467641716852,0.44,0.9278048780487805,1.4156521739130357,0.38888888888888895,0.21428571428571427,0.4269269018536801,0.7924812503605781,0.03785239151092793,0.2894231621230469
"[slope([1, 2]), exang([0, 1]), age([48, 67]), thalach([91, 191]), target([0, 1]), thal([1, 3])]",[fbs(0)],0.6821390129394251,0.5239024390243903,0.8403755868544601,0.9878268079424561,0.6234146341463415,0.8507317073170731,0.9351219512195111,0.38202017448200654,0.5,0.5172603544598505,0.33333333333333337,-0.02750006081393336,-0.11019055509527755
"[thalach([77, 198]), exang([0, 1]), restecg([0, 1]), fbs([0, 1]), target(1)]","[thal([2, 3]), slope([1, 2])]",0.6820621269796513,0.4585365853658537,0.905587668593449,1.041781549167548,0.5063414634146342,0.8692682926829268,1.3846888999502212,0.3918575063613231,0.5,0.477481256093247,0.5283208335737188,0.07357185831676914,0.31893890622162796
"[exang(0), cp([1, 3]), thal([0, 3]), restecg([0, 2])]","[slope([1, 2])]",0.6820548518789908,0.42634146341463414,0.9377682403433476,1.0107386396970885,0.45463414634146343,0.9278048780487805,1.160100925147177,0.3666666666666667,0.35714285714285715,0.4307405527545493,0.3868528072345416,0.018269134797730374,0.13765873130658646
"[cp([1, 3]), exang(0), thal([0, 3])]","[restecg([0, 2]), slope([1, 2])]",0.6820548518789908,0.42634146341463414,0.9377682403433476,1.0107386396970885,0.45463414634146343,0.9278048780487805,1.160100925147177,0.3666666666666667,0.35714285714285715,0.4307405527545493,0.6131471927654585,0.018269134797730374,0.13765873130658646
"[exang([0, 1]), thal([1, 3]), target(1), thalach([139, 202])]","[slope([1, 2])]",0.6806378156701921,0.4165853658536585,0.9446902654867256,1.0181992871965233,0.44097560975609756,0.9278048780487805,1.305287804878042,0.4704834605597964,0.35714285714285715,0.4239945306344333,0.3868528072345416,0.030205099692659228,0.22993269259030655
"[target(1), ca([0, 3]), exang(0)]","[thal([2, 3])]",0.6805266075388027,0.408780487804878,0.9522727272727273,1.0231441776253096,0.4292682926829268,0.9307317073170732,1.4513356562136972,0.7291666666666667,0.2857142857142857,0.41807457708418855,0.43067655807339306,0.03774281274281248,0.3018486872766817
"[thal([1, 3]), cp([0, 2]), restecg([0, 2]), age([50, 77]), target(0), fbs([0, 1])]","[thalach([71, 193]), exang([0, 1])]",0.6804532360284232,0.36878048780487804,0.9921259842519685,1.0019006244909041,0.37170731707317073,0.9902439024390244,1.239024390243871,0.2716086195928753,0.5714285714285714,0.36934846685488243,0.5,0.002995549469359723,0.16129032258064516
"[thal([0, 3]), cp([1, 3]), exang(0), restecg([0, 1])]","[slope([1, 2])]",0.6803898224727387,0.42341463414634145,0.937365010799136,1.0103040337214662,0.45170731707317074,0.9278048780487805,1.1526324642556716,0.4666666666666667,0.35714285714285715,0.4276008032936896,0.3868528072345416,0.017436185176360027,0.13141963328795295
"[exang([0, 1]), thal([2, 3]), target(1)]","[cp([0, 2])]",0.6795899329511224,0.44682926829268294,0.9123505976095617,0.9864550237867097,0.4897560975609756,0.9248780487804878,0.8570731707317043,0.5,0.2857142857142857,0.44058482813700606,0.43067655807339306,-0.024551888050094065,-0.1757648470305939
